epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-97.89147656198035,0.01,sbvi,0,50,4
500,-29.24934962120902,0.01,sbvi,0,50,4
1000,-28.378912902450438,0.01,sbvi,0,50,4
1500,-28.153443545436676,0.01,sbvi,0,50,4
2000,-28.74515308603374,0.01,sbvi,0,50,4
2500,-27.47970101576272,0.01,sbvi,0,50,4
3000,-26.319059790623207,0.01,sbvi,0,50,4
3500,-26.84035121198495,0.01,sbvi,0,50,4
4000,-25.756009334131523,0.01,sbvi,0,50,4
4500,-25.312291573952283,0.01,sbvi,0,50,4
5000,-26.488395655134706,0.01,sbvi,0,50,4
5500,-24.96180228309119,0.01,sbvi,0,50,4
6000,-24.978965651550418,0.01,sbvi,0,50,4
6500,-25.15439574578528,0.01,sbvi,0,50,4
7000,-25.01543251281276,0.01,sbvi,0,50,4
7500,-24.857686791868996,0.01,sbvi,0,50,4
8000,-24.392630790132447,0.01,sbvi,0,50,4
8500,-23.97229096605107,0.01,sbvi,0,50,4
9000,-23.799882675893226,0.01,sbvi,0,50,4
9500,-23.498208115339718,0.01,sbvi,0,50,4
10000,-23.31823994715661,0.01,sbvi,0,50,4
10500,-22.979800522736646,0.01,sbvi,0,50,4
11000,-22.52284218413508,0.01,sbvi,0,50,4
