epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-74.99191686356069,0.01,sbvi,0,50,4
500,-27.865763010551376,0.01,sbvi,0,50,4
1000,-26.39007525668708,0.01,sbvi,0,50,4
1500,-26.229605328561778,0.01,sbvi,0,50,4
2000,-25.289232807442648,0.01,sbvi,0,50,4
2500,-26.654505328784303,0.01,sbvi,0,50,4
3000,-25.02572860769109,0.01,sbvi,0,50,4
3500,-25.812290220053043,0.01,sbvi,0,50,4
4000,-26.632229350086025,0.01,sbvi,0,50,4
4500,-25.333025324937758,0.01,sbvi,0,50,4
5000,-26.60118070743218,0.01,sbvi,0,50,4
5500,-25.81422383826264,0.01,sbvi,0,50,4
6000,-26.00850442169905,0.01,sbvi,0,50,4
6500,-25.768146928069093,0.01,sbvi,0,50,4
7000,-25.22742866751919,0.01,sbvi,0,50,4
7500,-25.866437086269126,0.01,sbvi,0,50,4
8000,-27.24321173153401,0.01,sbvi,0,50,4
8500,-25.384173880802393,0.01,sbvi,0,50,4
9000,-26.13988116301744,0.01,sbvi,0,50,4
9500,-25.538951694666313,0.01,sbvi,0,50,4
10000,-25.3793752388735,0.01,sbvi,0,50,4
10500,-25.062740227810274,0.01,sbvi,0,50,4
11000,-25.72573874998044,0.01,sbvi,0,50,4
11500,-25.316861093008033,0.01,sbvi,0,50,4
12000,-25.930464309742057,0.01,sbvi,0,50,4
12500,-25.38107862504628,0.01,sbvi,0,50,4
13000,-24.719040975031028,0.01,sbvi,0,50,4
13500,-24.97267761660735,0.01,sbvi,0,50,4
14000,-24.90940583473941,0.01,sbvi,0,50,4
14500,-25.088135956219293,0.01,sbvi,0,50,4
15000,-25.785806309545414,0.01,sbvi,0,50,4
15500,-24.649516040491545,0.01,sbvi,0,50,4
16000,-24.989336470777186,0.01,sbvi,0,50,4
16500,-24.86322350101522,0.01,sbvi,0,50,4
17000,-25.07969946267157,0.01,sbvi,0,50,4
17500,-24.80770676150081,0.01,sbvi,0,50,4
18000,-24.296830447837785,0.01,sbvi,0,50,4
18500,-24.962082568853052,0.01,sbvi,0,50,4
19000,-24.110284165990166,0.01,sbvi,0,50,4
19500,-23.82163402796661,0.01,sbvi,0,50,4
20000,-23.62048961433173,0.01,sbvi,0,50,4
20500,-23.670371597177123,0.01,sbvi,0,50,4
21000,-24.088107972700932,0.01,sbvi,0,50,4
21500,-23.556966092132214,0.01,sbvi,0,50,4
22000,-23.944909448888627,0.01,sbvi,0,50,4
22500,-23.173236147651252,0.01,sbvi,0,50,4
23000,-23.15067097489595,0.01,sbvi,0,50,4
23500,-23.386621220597824,0.01,sbvi,0,50,4
24000,-23.56775610610479,0.01,sbvi,0,50,4
24500,-23.544809784019712,0.01,sbvi,0,50,4
25000,-22.94313934871641,0.01,sbvi,0,50,4
25500,-22.481819121319923,0.01,sbvi,0,50,4
26000,-22.172899909689328,0.01,sbvi,0,50,4
26500,-22.268754593809025,0.01,sbvi,0,50,4
27000,-23.30802265671552,0.01,sbvi,0,50,4
27500,-21.94451142158739,0.01,sbvi,0,50,4
28000,-21.331177041837808,0.01,sbvi,0,50,4
28500,-21.11320651348251,0.01,sbvi,0,50,4
29000,-22.202986134878273,0.01,sbvi,0,50,4
29500,-22.634674502002603,0.01,sbvi,0,50,4
30000,-21.56019568132631,0.01,sbvi,0,50,4
30500,-21.484297434099396,0.01,sbvi,0,50,4
31000,-20.661871805264237,0.01,sbvi,0,50,4
31500,-20.928692432071795,0.01,sbvi,0,50,4
32000,-20.58891411252765,0.01,sbvi,0,50,4
32500,-20.868888022391037,0.01,sbvi,0,50,4
