epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-61635.912,-57450.92,-161893.36,-16784451.584,-1698292039.68,1,sbvi,0,1000,1.0
10000,0.4775756530761719,0.5916123046875,-2.54071728515625,-18586.368,-4341760.0,1,sbvi,0,1000,1.0
20000,0.48163409423828124,0.6732634887695312,-4.90770458984375,-8837.349,-1964718.08,1,sbvi,0,1000,1.0
30000,-11.6401826171875,-11.88630859375,-19.740005859375,-4632.906,-1057039.36,1,sbvi,0,1000,1.0
40000,-2.038014404296875,-1.70139013671875,-1.560297607421875,-3711.4895,-1099987.584,1,sbvi,0,1000,1.0
50000,0.3758956298828125,0.6148829956054688,-0.9384000854492187,-1656.3945,-430095.808,1,sbvi,0,1000,1.0
60000,0.8704358520507812,0.83440087890625,0.028853105545043944,-3106.33725,-732365.12,1,sbvi,0,1000,1.0
70000,-0.35018487548828126,-0.6696062622070312,-2.77881640625,-1782.96675,-445254.848,1,sbvi,0,1000,1.0
80000,-0.22053019714355468,0.07265012359619141,-1.731230712890625,-3070.6875,-581613.312,1,sbvi,0,1000,1.0
90000,0.8964849853515625,0.8123373413085937,-1.4733358154296874,-761.847875,-155273.952,1,sbvi,0,1000,1.0
100000,0.8070328369140625,0.6757086791992187,-2.953553955078125,-38.0066875,-4573.412,1,sbvi,0,1000,1.0
