epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-614.5554377750058,-6406.581382550577,1,sbvi,0,64,1
19999,-253.6532260685637,-3193.1818502899723,1,sbvi,0,64,1
29999,-265.6595888506009,-1112.5041334283205,1,sbvi,0,64,1
30000,-219.9061092835908,-1690.1609635863667,1,sbvi,0,64,1
