epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
999,-53.113875942621064,0.001,sbvi,0,256,0.25
1999,-44.44715223015318,0.001,sbvi,0,256,0.25
2999,-44.18304365586968,0.001,sbvi,0,256,0.25
3999,-43.843353860505665,0.001,sbvi,0,256,0.25
4999,-44.75422938880795,0.001,sbvi,0,256,0.25
5999,-45.963333875072074,0.001,sbvi,0,256,0.25
6999,-41.18884610358169,0.001,sbvi,0,256,0.25
7999,-72.28684012299765,0.001,sbvi,0,256,0.25
8999,-46.541094562029386,0.001,sbvi,0,256,0.25
9999,-46.785008496039126,0.001,sbvi,0,256,0.25
10999,-47.77278613045719,0.001,sbvi,0,256,0.25
11999,-39.79208525294859,0.001,sbvi,0,256,0.25
12999,-46.36038530835265,0.001,sbvi,0,256,0.25
13999,-45.870344620606296,0.001,sbvi,0,256,0.25
14999,-46.623377691277476,0.001,sbvi,0,256,0.25
15999,-51.95218003091295,0.001,sbvi,0,256,0.25
16999,-46.57666126443873,0.001,sbvi,0,256,0.25
17999,-44.48342543103512,0.001,sbvi,0,256,0.25
18999,-44.38959740932933,0.001,sbvi,0,256,0.25
19999,-44.835296630507784,0.001,sbvi,0,256,0.25
20999,-44.36403958811406,0.001,sbvi,0,256,0.25
21999,-43.615793776322725,0.001,sbvi,0,256,0.25
22999,-44.07638111165682,0.001,sbvi,0,256,0.25
23999,-43.44302470688567,0.001,sbvi,0,256,0.25
24999,-44.65461730074348,0.001,sbvi,0,256,0.25
25999,-44.576324347588,0.001,sbvi,0,256,0.25
26999,-44.131220334862284,0.001,sbvi,0,256,0.25
27999,-52.55046948228981,0.001,sbvi,0,256,0.25
28999,-43.670961775931694,0.001,sbvi,0,256,0.25
29999,-42.842824176621015,0.001,sbvi,0,256,0.25
30999,-44.85426798948816,0.001,sbvi,0,256,0.25
31999,-43.46292000091405,0.001,sbvi,0,256,0.25
32999,-37.38821211353444,0.001,sbvi,0,256,0.25
33999,-121.181620394226,0.001,sbvi,0,256,0.25
34999,-44.2835500465401,0.001,sbvi,0,256,0.25
35999,-42.23307190257797,0.001,sbvi,0,256,0.25
36999,-41.71460820844776,0.001,sbvi,0,256,0.25
37999,-43.99082155948509,0.001,sbvi,0,256,0.25
