epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-673256.1875,1,mfvi,0,4
500,-19.371562957763672,1,mfvi,0,4
1000,-16.003095626831055,1,mfvi,0,4
1500,-3.6670002937316895,1,mfvi,0,4
2000,-9.747652053833008,1,mfvi,0,4
2500,-23.46897315979004,1,mfvi,0,4
3000,-7.738362789154053,1,mfvi,0,4
3500,-5.498330116271973,1,mfvi,0,4
4000,-9.937158584594727,1,mfvi,0,4
4500,-12.23586654663086,1,mfvi,0,4
5000,-2.578268051147461,1,mfvi,0,4
5500,-11.8013916015625,1,mfvi,0,4
6000,-12.863850593566895,1,mfvi,0,4
6500,-18.398616790771484,1,mfvi,0,4
7000,-4.4683332443237305,1,mfvi,0,4
7500,-4.920873165130615,1,mfvi,0,4
8000,-6.127469539642334,1,mfvi,0,4
8500,-6.243495941162109,1,mfvi,0,4
9000,-12.595834732055664,1,mfvi,0,4
9500,-8.945712089538574,1,mfvi,0,4
10000,-6.762852668762207,1,mfvi,0,4
10500,-11.514606475830078,1,mfvi,0,4
