epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
999,-46.47214647836701,1,sbvi,0,256,0.25
1999,-43.8735192203965,1,sbvi,0,256,0.25
2999,-39.117277969228155,1,sbvi,0,256,0.25
3999,-42.92212714957295,1,sbvi,0,256,0.25
4999,-47.21220723555253,1,sbvi,0,256,0.25
5999,-54.400845075506,1,sbvi,0,256,0.25
6999,-49.807528520826914,1,sbvi,0,256,0.25
7999,-45.85316401074625,1,sbvi,0,256,0.25
8999,-45.64582838786112,1,sbvi,0,256,0.25
9999,-36.55192761265015,1,sbvi,0,256,0.25
10999,-55.417944447059725,1,sbvi,0,256,0.25
11999,-39.15733447305672,1,sbvi,0,256,0.25
12999,-43.3302290051907,1,sbvi,0,256,0.25
13999,-41.36439266646733,1,sbvi,0,256,0.25
14999,-41.990812271428105,1,sbvi,0,256,0.25
15999,-37.13761920809927,1,sbvi,0,256,0.25
16999,-41.175884573656155,1,sbvi,0,256,0.25
17999,-40.99251262941097,1,sbvi,0,256,0.25
18999,-43.75762409468517,1,sbvi,0,256,0.25
