epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-100.59274390142852,-1486.818414329762,1,sbvi,0,64,1
19999,-34.45986966183945,-525.535639405472,1,sbvi,0,64,1
29999,-26.588062465959847,-428.7869732592605,1,sbvi,0,64,1
30000,-25.576004426141697,-415.4715749890135,1,sbvi,0,64,1
