epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train,frequency
0,-57827.252,1,sbvi,0,100,0.5
10000,0.3933496704101562,1,sbvi,0,100,0.5
20000,0.5563572998046875,1,sbvi,0,100,0.5
30000,0.4645846862792969,1,sbvi,0,100,0.5
40000,-0.23341517639160156,1,sbvi,0,100,0.5
50000,0.12878921508789062,1,sbvi,0,100,0.5
60000,0.3375225830078125,1,sbvi,0,100,0.5
70000,0.20975030517578125,1,sbvi,0,100,0.5
80000,0.07723623657226562,1,sbvi,0,100,0.5
90000,0.23077093505859375,1,sbvi,0,100,0.5
100000,-0.40815689086914064,1,sbvi,0,100,0.5
