epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-855.6218651012767,-2871.3238186813455,1,mfvi,0,64,1
19999,-2.1790225433846016,-3.303587976517319,1,mfvi,0,64,1
29999,-1.933908247339884,-3.5879599342384783,1,mfvi,0,64,1
30000,-1.9601047843248514,-1.8912484391727524,1,mfvi,0,64,1
