epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-1512.133127584558,0.001,sbvi,0,50,4
500,-21.553698586178143,0.001,sbvi,0,50,4
1000,-4.410033729672763,0.001,sbvi,0,50,4
1500,-3.368732933481666,0.001,sbvi,0,50,4
2000,-3.8982776892175384,0.001,sbvi,0,50,4
2500,-3.941210089326667,0.001,sbvi,0,50,4
3000,-3.8587944155770426,0.001,sbvi,0,50,4
3500,-3.9194648852227107,0.001,sbvi,0,50,4
4000,-4.359191099937487,0.001,sbvi,0,50,4
4500,-4.273913243210179,0.001,sbvi,0,50,4
5000,-4.092633244516303,0.001,sbvi,0,50,4
5500,-4.233677631067463,0.001,sbvi,0,50,4
6000,-4.258035151909328,0.001,sbvi,0,50,4
6500,-4.122852802095797,0.001,sbvi,0,50,4
7000,-4.280579888224945,0.001,sbvi,0,50,4
7500,-3.8925952049464256,0.001,sbvi,0,50,4
8000,-3.7931438344287542,0.001,sbvi,0,50,4
8500,-3.8342507755284374,0.001,sbvi,0,50,4
9000,-3.9349301742094243,0.001,sbvi,0,50,4
9500,-3.5557992370553597,0.001,sbvi,0,50,4
10000,-3.609655449388174,0.001,sbvi,0,50,4
10500,-3.5752491088995795,0.001,sbvi,0,50,4
11000,-3.6484372884120004,0.001,sbvi,0,50,4
11500,-3.8734042339322095,0.001,sbvi,0,50,4
12000,-3.6177371538201752,0.001,sbvi,0,50,4
12500,-3.5326383884746826,0.001,sbvi,0,50,4
13000,-3.546542440420142,0.001,sbvi,0,50,4
13500,-3.676039614610831,0.001,sbvi,0,50,4
14000,-3.9376271038376136,0.001,sbvi,0,50,4
14500,-3.5828824167559525,0.001,sbvi,0,50,4
15000,-3.6997826170886827,0.001,sbvi,0,50,4
15500,-3.676514371452163,0.001,sbvi,0,50,4
16000,-3.695137359413472,0.001,sbvi,0,50,4
16500,-3.755389124894192,0.001,sbvi,0,50,4
17000,-3.6185532930787376,0.001,sbvi,0,50,4
17500,-3.884556137531365,0.001,sbvi,0,50,4
18000,-3.7512264086321117,0.001,sbvi,0,50,4
18500,-3.6472426647914657,0.001,sbvi,0,50,4
19000,-3.8556510789483145,0.001,sbvi,0,50,4
19500,-3.662657170389992,0.001,sbvi,0,50,4
20000,-3.8032423108498414,0.001,sbvi,0,50,4
20500,-3.7647346266498527,0.001,sbvi,0,50,4
21000,-3.735260937010248,0.001,sbvi,0,50,4
21500,-3.8959551070453324,0.001,sbvi,0,50,4
22000,-3.722974137613859,0.001,sbvi,0,50,4
22500,-3.7299535361291944,0.001,sbvi,0,50,4
23000,-3.538964450993464,0.001,sbvi,0,50,4
23500,-3.7048617494334586,0.001,sbvi,0,50,4
24000,-3.5594585861769725,0.001,sbvi,0,50,4
24500,-3.6574760715980927,0.001,sbvi,0,50,4
25000,-3.7173621277295767,0.001,sbvi,0,50,4
25500,-3.6253227566506534,0.001,sbvi,0,50,4
26000,-3.482896189795014,0.001,sbvi,0,50,4
26500,-3.7678962543810877,0.001,sbvi,0,50,4
27000,-3.632073512711307,0.001,sbvi,0,50,4
27500,-3.7810818764433263,0.001,sbvi,0,50,4
28000,-3.447778822170357,0.001,sbvi,0,50,4
28500,-3.625896049537074,0.001,sbvi,0,50,4
29000,-3.627187053663405,0.001,sbvi,0,50,4
29500,-3.6719847061177235,0.001,sbvi,0,50,4
30000,-3.5876686566476015,0.001,sbvi,0,50,4
30500,-3.4517949892252933,0.001,sbvi,0,50,4
31000,-3.550040255182852,0.001,sbvi,0,50,4
31500,-3.447750642672783,0.001,sbvi,0,50,4
32000,-3.5371161994120617,0.001,sbvi,0,50,4
32500,-3.4103515883217104,0.001,sbvi,0,50,4
33000,-3.5115875663832914,0.001,sbvi,0,50,4
33500,-3.573344191302018,0.001,sbvi,0,50,4
34000,-3.5283235346945565,0.001,sbvi,0,50,4
34500,-3.449987204698087,0.001,sbvi,0,50,4
35000,-3.6962896038992707,0.001,sbvi,0,50,4
35500,-3.775653769245863,0.001,sbvi,0,50,4
36000,-3.696532831966436,0.001,sbvi,0,50,4
36500,-3.710814463533089,0.001,sbvi,0,50,4
37000,-3.6990482476341486,0.001,sbvi,0,50,4
37500,-3.6721190178498064,0.001,sbvi,0,50,4
38000,-3.6471576871996705,0.001,sbvi,0,50,4
38500,-3.513543525866626,0.001,sbvi,0,50,4
39000,-3.702444082384306,0.001,sbvi,0,50,4
39500,-3.66562793833068,0.001,sbvi,0,50,4
40000,-3.635095116041498,0.001,sbvi,0,50,4
40500,-3.832064324799012,0.001,sbvi,0,50,4
41000,-3.7619163134013793,0.001,sbvi,0,50,4
41500,-3.5707451101301757,0.001,sbvi,0,50,4
42000,-3.6214799998896607,0.001,sbvi,0,50,4
42500,-3.703497479857988,0.001,sbvi,0,50,4
43000,-3.7916954795289963,0.001,sbvi,0,50,4
43500,-3.735466484395206,0.001,sbvi,0,50,4
