epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-51.53625538919664,1,sbvi,0,64
10000,-0.17501453802175543,1,sbvi,0,64
20000,-0.2199769088549915,1,sbvi,0,64
30000,-0.3602609369649122,1,sbvi,0,64
