epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-1691.3867285668762,0.01,sbvi,0,50,4
500,-751.9208931747963,0.01,sbvi,0,50,4
1000,-327.0310478420609,0.01,sbvi,0,50,4
1500,-105.33124978197192,0.01,sbvi,0,50,4
2000,-51.23412343128775,0.01,sbvi,0,50,4
2500,-40.9812526137808,0.01,sbvi,0,50,4
3000,-39.646371197786166,0.01,sbvi,0,50,4
3500,-33.46552250024947,0.01,sbvi,0,50,4
4000,-32.60063014821055,0.01,sbvi,0,50,4
4500,-33.25601669453443,0.01,sbvi,0,50,4
5000,-36.771422182417986,0.01,sbvi,0,50,4
5500,-31.11351216481808,0.01,sbvi,0,50,4
6000,-33.14682161726151,0.01,sbvi,0,50,4
6500,-33.35225571792288,0.01,sbvi,0,50,4
7000,-30.9392165184978,0.01,sbvi,0,50,4
7500,-34.64451477492991,0.01,sbvi,0,50,4
8000,-29.395916014264266,0.01,sbvi,0,50,4
8500,-33.795912439680514,0.01,sbvi,0,50,4
9000,-31.41912398739419,0.01,sbvi,0,50,4
9500,-28.937203993112554,0.01,sbvi,0,50,4
10000,-30.11390412371137,0.01,sbvi,0,50,4
10500,-28.890525151276446,0.01,sbvi,0,50,4
11000,-31.144678121918957,0.01,sbvi,0,50,4
11500,-29.77374293066739,0.01,sbvi,0,50,4
12000,-28.36476432376107,0.01,sbvi,0,50,4
12500,-27.97158394634247,0.01,sbvi,0,50,4
13000,-28.111640131597124,0.01,sbvi,0,50,4
13500,-28.37590192433654,0.01,sbvi,0,50,4
14000,-28.329146933392565,0.01,sbvi,0,50,4
14500,-30.100415071716448,0.01,sbvi,0,50,4
15000,-30.121589703805505,0.01,sbvi,0,50,4
15500,-27.861863169411397,0.01,sbvi,0,50,4
16000,-28.319317759178833,0.01,sbvi,0,50,4
16500,-28.902701921966983,0.01,sbvi,0,50,4
17000,-27.636039365289857,0.01,sbvi,0,50,4
17500,-28.359084584018614,0.01,sbvi,0,50,4
18000,-27.843689139275412,0.01,sbvi,0,50,4
18500,-26.800313117382032,0.01,sbvi,0,50,4
19000,-30.898971322433397,0.01,sbvi,0,50,4
19500,-29.595949342179512,0.01,sbvi,0,50,4
20000,-29.880637666745976,0.01,sbvi,0,50,4
20500,-27.141697597789854,0.01,sbvi,0,50,4
21000,-29.26363692444566,0.01,sbvi,0,50,4
21500,-27.842695269666226,0.01,sbvi,0,50,4
22000,-26.86712062936363,0.01,sbvi,0,50,4
22500,-28.337286732184612,0.01,sbvi,0,50,4
23000,-26.84836778453637,0.01,sbvi,0,50,4
23500,-27.703652494799226,0.01,sbvi,0,50,4
24000,-27.61058248891854,0.01,sbvi,0,50,4
24500,-29.537924440563287,0.01,sbvi,0,50,4
25000,-27.043482080179064,0.01,sbvi,0,50,4
25500,-26.84394064387148,0.01,sbvi,0,50,4
26000,-26.94640118742639,0.01,sbvi,0,50,4
26500,-26.493213603907222,0.01,sbvi,0,50,4
27000,-27.740754386115032,0.01,sbvi,0,50,4
27500,-27.262343858198548,0.01,sbvi,0,50,4
28000,-27.384544223558034,0.01,sbvi,0,50,4
28500,-28.571589269999595,0.01,sbvi,0,50,4
29000,-27.94400935294913,0.01,sbvi,0,50,4
29500,-27.166026323737103,0.01,sbvi,0,50,4
30000,-27.01791260268123,0.01,sbvi,0,50,4
30500,-27.81996267381904,0.01,sbvi,0,50,4
31000,-26.912190682267873,0.01,sbvi,0,50,4
31500,-26.851576387110235,0.01,sbvi,0,50,4
32000,-27.027706931038008,0.01,sbvi,0,50,4
32500,-27.89008453738415,0.01,sbvi,0,50,4
33000,-28.00593942497638,0.01,sbvi,0,50,4
33500,-26.676181844454184,0.01,sbvi,0,50,4
34000,-27.373972826204046,0.01,sbvi,0,50,4
