epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-25092.23828125,1,sbvi,0,4
500,-96.42327117919922,1,sbvi,0,4
1000,-193.8245849609375,1,sbvi,0,4
1500,-129.63943481445312,1,sbvi,0,4
2000,-253.1496124267578,1,sbvi,0,4
2500,-299.6363525390625,1,sbvi,0,4
3000,-347.8241882324219,1,sbvi,0,4
3500,-212.06271362304688,1,sbvi,0,4
4000,-176.13153076171875,1,sbvi,0,4
4500,-390.8161315917969,1,sbvi,0,4
5000,-190.3188934326172,1,sbvi,0,4
5500,-80.05040740966797,1,sbvi,0,4
6000,-190.4021453857422,1,sbvi,0,4
6500,-121.10026550292969,1,sbvi,0,4
7000,-166.53005981445312,1,sbvi,0,4
