epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-14103.822,-9993.132,-21176.742,-14341.551,-15090.493,0.0001,mfvi,1,100,8
20000,-1.31768798828125,-3.204782470703125,-202.401828125,-7441.805,-9465.469,0.0001,mfvi,1,100,8
0,-14103.822,-9993.132,-21176.742,-14341.551,-15090.493,0.0001,mfvi,1,100,8
40000,-0.01702494239807129,-3.607482421875,-179.849140625,-6886.782,-9082.184,0.0001,mfvi,1,100,8
20000,-1.31768798828125,-3.204782470703125,-202.401828125,-7441.805,-9465.469,0.0001,mfvi,1,100,8
60000,-0.5133184204101563,-2.48695947265625,-167.226234375,-6339.371,-8233.6955,0.0001,mfvi,1,100,8
40000,-0.01702494239807129,-3.607482421875,-179.849140625,-6886.782,-9082.184,0.0001,mfvi,1,100,8
80000,-0.07131916046142578,-2.421645263671875,-148.630125,-5890.264,-7733.3645,0.0001,mfvi,1,100,8
60000,-0.5133184204101563,-2.48695947265625,-167.226234375,-6339.371,-8233.6955,0.0001,mfvi,1,100,8
100000,-0.22508963012695313,-1.8332432861328125,-130.0203828125,-5557.6435,-7690.6225,0.0001,mfvi,1,100,8
80000,-0.07131916046142578,-2.421645263671875,-148.630125,-5890.264,-7733.3645,0.0001,mfvi,1,100,8
100000,-0.22508963012695313,-1.8332432861328125,-130.0203828125,-5557.6435,-7690.6225,0.0001,mfvi,1,100,8
