epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-201.35586772389814,-9360.80104712335,1,sbvi,0,64,1
19999,-237.0746477831456,-9752.96640389917,1,sbvi,0,64,1
29999,-77.82543363934566,-6256.096573740394,1,sbvi,0,64,1
30000,-54.19401651084781,-7285.986892030917,1,sbvi,0,64,1
