epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
999,-2027.909698217374,0.001,sbvi,0,4,0.25
1999,-1727.4953203059165,0.001,sbvi,0,4,0.25
2999,-1643.9203938848689,0.001,sbvi,0,4,0.25
3999,-1670.20611501591,0.001,sbvi,0,4,0.25
4999,-1703.0037867406272,0.001,sbvi,0,4,0.25
5999,-1621.8302667137334,0.001,sbvi,0,4,0.25
6999,-1525.8127255838997,0.001,sbvi,0,4,0.25
7999,-1917.6845533449439,0.001,sbvi,0,4,0.25
8999,-1887.7197500793372,0.001,sbvi,0,4,0.25
9999,-1871.890935580729,0.001,sbvi,0,4,0.25
10999,-1827.0515560809993,0.001,sbvi,0,4,0.25
11999,-1859.7428004690366,0.001,sbvi,0,4,0.25
12999,-1740.4966629757757,0.001,sbvi,0,4,0.25
13999,-1707.3335109244163,0.001,sbvi,0,4,0.25
14999,-1764.7502802225108,0.001,sbvi,0,4,0.25
15999,-1773.5333515766222,0.001,sbvi,0,4,0.25
16999,-1595.9459849647687,0.001,sbvi,0,4,0.25
17999,-1730.744541369856,0.001,sbvi,0,4,0.25
18999,-1593.1152904570797,0.001,sbvi,0,4,0.25
19999,-1704.95969562177,0.001,sbvi,0,4,0.25
20999,-1337.3074612289959,0.001,sbvi,0,4,0.25
21999,-1380.0729241143033,0.001,sbvi,0,4,0.25
22999,-1274.723546438435,0.001,sbvi,0,4,0.25
23999,-1494.1262908596038,0.001,sbvi,0,4,0.25
24999,-1404.5635104250787,0.001,sbvi,0,4,0.25
25999,-1456.3133263800087,0.001,sbvi,0,4,0.25
26999,-1408.7764171856822,0.001,sbvi,0,4,0.25
27999,-1119.4160870080605,0.001,sbvi,0,4,0.25
28999,-1194.390015304767,0.001,sbvi,0,4,0.25
29999,-1290.044991111453,0.001,sbvi,0,4,0.25
30999,-1218.8967048569336,0.001,sbvi,0,4,0.25
31999,-1028.128392857733,0.001,sbvi,0,4,0.25
32999,-1146.6540538273268,0.001,sbvi,0,4,0.25
33999,-1021.9953436762169,0.001,sbvi,0,4,0.25
34999,-937.1074465254317,0.001,sbvi,0,4,0.25
35999,-1100.0431734840265,0.001,sbvi,0,4,0.25
36999,-1186.191929050597,0.001,sbvi,0,4,0.25
37999,-1294.7482529884062,0.001,sbvi,0,4,0.25
38999,-1332.3644430153333,0.001,sbvi,0,4,0.25
39999,-1263.824799372668,0.001,sbvi,0,4,0.25
40999,-1139.8065394412392,0.001,sbvi,0,4,0.25
41999,-902.397438205044,0.001,sbvi,0,4,0.25
42999,-712.8414780734839,0.001,sbvi,0,4,0.25
43999,-695.4516755243731,0.001,sbvi,0,4,0.25
44999,-618.7123964434229,0.001,sbvi,0,4,0.25
45999,-650.0865844534352,0.001,sbvi,0,4,0.25
46999,-613.5438455162889,0.001,sbvi,0,4,0.25
47999,-663.6841551459623,0.001,sbvi,0,4,0.25
48999,-666.3518585396989,0.001,sbvi,0,4,0.25
49999,-745.5910706672242,0.001,sbvi,0,4,0.25
50999,-678.9856679518143,0.001,sbvi,0,4,0.25
51999,-687.7130020544827,0.001,sbvi,0,4,0.25
52999,-672.8417924212339,0.001,sbvi,0,4,0.25
53999,-733.3595935672554,0.001,sbvi,0,4,0.25
54999,-692.825774627448,0.001,sbvi,0,4,0.25
55999,-572.4356370961741,0.001,sbvi,0,4,0.25
56999,-563.9793151032586,0.001,sbvi,0,4,0.25
57999,-580.7947324435312,0.001,sbvi,0,4,0.25
58999,-587.1207511873174,0.001,sbvi,0,4,0.25
59999,-496.1394195760009,0.001,sbvi,0,4,0.25
60999,-639.3563236912487,0.001,sbvi,0,4,0.25
61999,-586.7665444082932,0.001,sbvi,0,4,0.25
62999,-554.9451745939963,0.001,sbvi,0,4,0.25
63999,-532.416695746236,0.001,sbvi,0,4,0.25
64999,-544.6787160789562,0.001,sbvi,0,4,0.25
65999,-499.81121057038655,0.001,sbvi,0,4,0.25
66999,-507.8099403543717,0.001,sbvi,0,4,0.25
67999,-511.5798106669904,0.001,sbvi,0,4,0.25
68999,-433.397303843754,0.001,sbvi,0,4,0.25
69999,-384.2522316793175,0.001,sbvi,0,4,0.25
70999,-351.0399118959685,0.001,sbvi,0,4,0.25
71999,-418.4969634031639,0.001,sbvi,0,4,0.25
72999,-397.6897294745938,0.001,sbvi,0,4,0.25
73999,-395.8386269781728,0.001,sbvi,0,4,0.25
74999,-415.1193966043022,0.001,sbvi,0,4,0.25
75999,-421.1347513799579,0.001,sbvi,0,4,0.25
76999,-476.3940284423234,0.001,sbvi,0,4,0.25
77999,-485.25385038657055,0.001,sbvi,0,4,0.25
78999,-436.94030134519363,0.001,sbvi,0,4,0.25
79999,-417.01662759532974,0.001,sbvi,0,4,0.25
80999,-472.2278545234393,0.001,sbvi,0,4,0.25
81999,-604.7286755209715,0.001,sbvi,0,4,0.25
82999,-596.2565634728439,0.001,sbvi,0,4,0.25
83999,-304.6279002071482,0.001,sbvi,0,4,0.25
84999,-308.1327777740224,0.001,sbvi,0,4,0.25
85999,-306.7295013193246,0.001,sbvi,0,4,0.25
86999,-265.3506148778232,0.001,sbvi,0,4,0.25
87999,-287.3192613219138,0.001,sbvi,0,4,0.25
88999,-290.5122805818844,0.001,sbvi,0,4,0.25
89999,-301.5581838550068,0.001,sbvi,0,4,0.25
90999,-337.20802106003674,0.001,sbvi,0,4,0.25
91999,-309.88433953157244,0.001,sbvi,0,4,0.25
92999,-295.8937844481649,0.001,sbvi,0,4,0.25
93999,-318.58913697296344,0.001,sbvi,0,4,0.25
94999,-301.0981465540155,0.001,sbvi,0,4,0.25
95999,-292.6224348586203,0.001,sbvi,0,4,0.25
96999,-262.44804553353384,0.001,sbvi,0,4,0.25
97999,-296.84275653212796,0.001,sbvi,0,4,0.25
98999,-311.83107954018317,0.001,sbvi,0,4,0.25
99999,-350.9109361641462,0.001,sbvi,0,4,0.25
100999,-304.03952231766317,0.001,sbvi,0,4,0.25
101999,-330.7358284297611,0.001,sbvi,0,4,0.25
102999,-291.1549705679473,0.001,sbvi,0,4,0.25
103999,-317.445524946669,0.001,sbvi,0,4,0.25
104999,-320.405236288593,0.001,sbvi,0,4,0.25
105999,-305.466784763497,0.001,sbvi,0,4,0.25
106999,-314.04501778689786,0.001,sbvi,0,4,0.25
107999,-317.23558341088403,0.001,sbvi,0,4,0.25
108999,-292.17043994977996,0.001,sbvi,0,4,0.25
109999,-277.2750852677304,0.001,sbvi,0,4,0.25
110999,-272.27217218407236,0.001,sbvi,0,4,0.25
111999,-259.0469445846284,0.001,sbvi,0,4,0.25
112999,-291.41728445359433,0.001,sbvi,0,4,0.25
113999,-282.40094431922734,0.001,sbvi,0,4,0.25
114999,-279.05452807971324,0.001,sbvi,0,4,0.25
115999,-200.717827810322,0.001,sbvi,0,4,0.25
116999,-189.0363134918139,0.001,sbvi,0,4,0.25
117999,-190.02913791754102,0.001,sbvi,0,4,0.25
118999,-184.7127637579285,0.001,sbvi,0,4,0.25
119999,-177.74240538780873,0.001,sbvi,0,4,0.25
120999,-181.70894629939332,0.001,sbvi,0,4,0.25
121999,-187.46762295646715,0.001,sbvi,0,4,0.25
122999,-181.6297424112126,0.001,sbvi,0,4,0.25
123999,-177.21477777745375,0.001,sbvi,0,4,0.25
124999,-180.66590872063128,0.001,sbvi,0,4,0.25
125999,-185.4100037142547,0.001,sbvi,0,4,0.25
126999,-180.7531177298393,0.001,sbvi,0,4,0.25
127999,-191.18760398818137,0.001,sbvi,0,4,0.25
128999,-200.05060757130104,0.001,sbvi,0,4,0.25
129999,-212.31551074856392,0.001,sbvi,0,4,0.25
130999,-210.72629323300123,0.001,sbvi,0,4,0.25
131999,-226.0634494594462,0.001,sbvi,0,4,0.25
132999,-231.74590489830686,0.001,sbvi,0,4,0.25
133999,-234.77817867239608,0.001,sbvi,0,4,0.25
134999,-159.51390698640992,0.001,sbvi,0,4,0.25
135999,-172.62028456421032,0.001,sbvi,0,4,0.25
136999,-163.8600580176662,0.001,sbvi,0,4,0.25
137999,-157.54757619672543,0.001,sbvi,0,4,0.25
138999,-153.9547075456648,0.001,sbvi,0,4,0.25
139999,-151.59659346064967,0.001,sbvi,0,4,0.25
140999,-140.1951357363899,0.001,sbvi,0,4,0.25
141999,-76.38073671303718,0.001,sbvi,0,4,0.25
142999,-70.35482486743959,0.001,sbvi,0,4,0.25
143999,-63.810925710181564,0.001,sbvi,0,4,0.25
144999,-65.2246350864171,0.001,sbvi,0,4,0.25
145999,-67.54291211872633,0.001,sbvi,0,4,0.25
146999,-63.967342869043,0.001,sbvi,0,4,0.25
147999,-63.22981166290415,0.001,sbvi,0,4,0.25
148999,-62.73210742188392,0.001,sbvi,0,4,0.25
149999,-74.12096211144603,0.001,sbvi,0,4,0.25
150999,-78.04961744255513,0.001,sbvi,0,4,0.25
151999,-74.81455484554468,0.001,sbvi,0,4,0.25
152999,-72.73555852884499,0.001,sbvi,0,4,0.25
153999,-62.36579092038986,0.001,sbvi,0,4,0.25
154999,-62.49904674632173,0.001,sbvi,0,4,0.25
155999,-68.39961673758823,0.001,sbvi,0,4,0.25
156999,-59.79231077741933,0.001,sbvi,0,4,0.25
157999,-57.96563674198508,0.001,sbvi,0,4,0.25
158999,-60.203631725683294,0.001,sbvi,0,4,0.25
159999,-63.8754818701592,0.001,sbvi,0,4,0.25
160999,-67.96038766971945,0.001,sbvi,0,4,0.25
161999,-59.72673035585772,0.001,sbvi,0,4,0.25
162999,-60.665990357174834,0.001,sbvi,0,4,0.25
163999,-68.44509296569457,0.001,sbvi,0,4,0.25
164999,-93.30049648392486,0.001,sbvi,0,4,0.25
165999,-71.68899547379036,0.001,sbvi,0,4,0.25
166999,-68.21776895790387,0.001,sbvi,0,4,0.25
167999,-69.4963302297232,0.001,sbvi,0,4,0.25
168999,-64.83437512518614,0.001,sbvi,0,4,0.25
169999,-132.81778907220237,0.001,sbvi,0,4,0.25
170999,-125.80922767212289,0.001,sbvi,0,4,0.25
171999,-122.63883936416067,0.001,sbvi,0,4,0.25
172999,-125.28888170289333,0.001,sbvi,0,4,0.25
173999,-118.50196914681025,0.001,sbvi,0,4,0.25
174999,-111.38651058240838,0.001,sbvi,0,4,0.25
175999,-120.81977076569135,0.001,sbvi,0,4,0.25
176999,-116.9206695098736,0.001,sbvi,0,4,0.25
177999,-110.97902069061243,0.001,sbvi,0,4,0.25
178999,-99.3839990783422,0.001,sbvi,0,4,0.25
