epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-17.161712646484375,1,sbvi,0,4
500,0.07294996827840805,1,sbvi,0,4
1000,0.7927725911140442,1,sbvi,0,4
1500,0.8440099954605103,1,sbvi,0,4
2000,0.6821313500404358,1,sbvi,0,4
2500,0.812488317489624,1,sbvi,0,4
3000,0.7483261823654175,1,sbvi,0,4
3500,0.591768741607666,1,sbvi,0,4
4000,0.4777401089668274,1,sbvi,0,4
4500,-0.10978642106056213,1,sbvi,0,4
5000,-0.558002233505249,1,sbvi,0,4
5500,0.11164484173059464,1,sbvi,0,4
6000,0.2584552466869354,1,sbvi,0,4
6500,0.34616076946258545,1,sbvi,0,4
7000,0.5781960487365723,1,sbvi,0,4
7500,0.14543913304805756,1,sbvi,0,4
8000,0.14483721554279327,1,sbvi,0,4
8500,0.029276102781295776,1,sbvi,0,4
9000,0.07841454446315765,1,sbvi,0,4
9500,-0.5261716246604919,1,sbvi,0,4
10000,0.4550897479057312,1,sbvi,0,4
10500,-0.241836279630661,1,sbvi,0,4
11000,0.6599583625793457,1,sbvi,0,4
11500,-0.29781287908554077,1,sbvi,0,4
12000,0.31098008155822754,1,sbvi,0,4
12500,-0.20074604451656342,1,sbvi,0,4
13000,-0.7870310544967651,1,sbvi,0,4
