ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
-12.936439453125,-16.3109033203125,-23.1696640625,-192.4913125,-44455.28,1,mfvi,0,1000,5
