epoch,ood_ll_var_1,temperature,posterior_type,seed,n_train,frequency
999,-532.9366864658214,0.0001,sbvi,0,4,0.25
1999,-414.32378469561786,0.0001,sbvi,0,4,0.25
2999,-419.44554606030266,0.0001,sbvi,0,4,0.25
3999,-375.3922173563749,0.0001,sbvi,0,4,0.25
4999,-375.0459073750734,0.0001,sbvi,0,4,0.25
5999,-368.54729091583016,0.0001,sbvi,0,4,0.25
6999,-348.0127553425862,0.0001,sbvi,0,4,0.25
7999,-227.06757077567383,0.0001,sbvi,0,4,0.25
8999,-224.52548343560423,0.0001,sbvi,0,4,0.25
