epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
999,-200714.49418986615,-538218.2821179779,1,mfvi,0,64,1
1999,-174665.4923097267,-481388.8239737398,1,mfvi,0,64,1
2999,-144434.69389161738,-425050.7704535178,1,mfvi,0,64,1
3999,-114952.00933471422,-378796.9081045635,1,mfvi,0,64,1
4999,-105467.77120724507,-330914.7174585741,1,mfvi,0,64,1
