epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-10.285257339477539,1,sbvi,0,4
500,-10.285257339477539,1,sbvi,0,4
1000,-10.285257339477539,1,sbvi,0,4
1500,-10.285257339477539,1,sbvi,0,4
2000,-10.285257339477539,1,sbvi,0,4
2500,-10.285257339477539,1,sbvi,0,4
3000,-10.285257339477539,1,sbvi,0,4
3500,-10.285257339477539,1,sbvi,0,4
4000,-10.285257339477539,1,sbvi,0,4
4500,-10.285257339477539,1,sbvi,0,4
5000,-10.285257339477539,1,sbvi,0,4
5500,-10.285257339477539,1,sbvi,0,4
6000,-10.285257339477539,1,sbvi,0,4
6500,-10.285257339477539,1,sbvi,0,4
7000,-10.285257339477539,1,sbvi,0,4
7500,-10.285257339477539,1,sbvi,0,4
8000,-10.285257339477539,1,sbvi,0,4
8500,-10.285257339477539,1,sbvi,0,4
9000,-10.285257339477539,1,sbvi,0,4
9500,-10.285257339477539,1,sbvi,0,4
10000,-10.285257339477539,1,sbvi,0,4
10500,-10.285257339477539,1,sbvi,0,4
11000,-10.285257339477539,1,sbvi,0,4
11500,-10.285257339477539,1,sbvi,0,4
12000,-10.285257339477539,1,sbvi,0,4
12500,-10.285257339477539,1,sbvi,0,4
13000,-10.285257339477539,1,sbvi,0,4
13500,-10.285257339477539,1,sbvi,0,4
14000,-10.285257339477539,1,sbvi,0,4
14500,-10.285257339477539,1,sbvi,0,4
15000,-10.285257339477539,1,sbvi,0,4
15500,-10.285257339477539,1,sbvi,0,4
16000,-10.285257339477539,1,sbvi,0,4
16500,-10.285257339477539,1,sbvi,0,4
17000,-10.285257339477539,1,sbvi,0,4
17500,-10.285257339477539,1,sbvi,0,4
18000,-10.285257339477539,1,sbvi,0,4
18500,-10.285257339477539,1,sbvi,0,4
19000,-10.285257339477539,1,sbvi,0,4
19500,-10.285257339477539,1,sbvi,0,4
