epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-341.1360364370411,-10403.544004099842,1,sbvi,0,64,1
19999,-1509.5200204459177,-13338.972322751395,1,sbvi,0,64,1
29999,-106.1334333743473,-9844.271895587195,1,sbvi,0,64,1
30000,-66.24164335050165,-9636.604149385346,1,sbvi,0,64,1
