epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-1411.2914623132451,-8616.555605143049,1,sbvi,0,16,1
19999,-1794.0825337528252,-5449.79606642564,1,sbvi,0,16,1
29999,-730.9493387302481,-4572.44977520384,1,sbvi,0,16,1
30000,-1130.1045810671653,-3642.61968805008,1,sbvi,0,16,1
