epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-122.30667877197266,1,mfvi,0,4
500,0.878038227558136,1,mfvi,0,4
1000,0.9469795227050781,1,mfvi,0,4
1500,0.9763776659965515,1,mfvi,0,4
2000,0.9819332361221313,1,mfvi,0,4
2500,0.9094254374504089,1,mfvi,0,4
3000,0.7680343389511108,1,mfvi,0,4
3500,0.9400997161865234,1,mfvi,0,4
4000,0.8383979797363281,1,mfvi,0,4
4500,0.8339520692825317,1,mfvi,0,4
5000,0.7856832146644592,1,mfvi,0,4
5500,0.9380990266799927,1,mfvi,0,4
6000,0.8528578877449036,1,mfvi,0,4
6500,0.9778949618339539,1,mfvi,0,4
7000,0.9221966862678528,1,mfvi,0,4
7500,0.8595420122146606,1,mfvi,0,4
8000,0.9048155546188354,1,mfvi,0,4
8500,0.768869161605835,1,mfvi,0,4
9000,0.8404134511947632,1,mfvi,0,4
9500,0.8482389450073242,1,mfvi,0,4
10000,0.9494365453720093,1,mfvi,0,4
10500,0.8648313283920288,1,mfvi,0,4
