epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-324.1620735067567,-25042.596460084787,1,sbvi,0,64,1
19999,-135.20316530061692,-8053.3767718601675,1,sbvi,0,64,1
29999,-135.6103527336127,-6315.487968186043,1,sbvi,0,64,1
30000,-111.01149539367078,-7303.292920074374,1,sbvi,0,64,1
