epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
999,-29.478346687133833,1,sbvi,0,64,1
1999,-29.443706507971722,1,sbvi,0,64,1
2999,-29.270904280169834,1,sbvi,0,64,1
3999,-29.39083877598417,1,sbvi,0,64,1
4999,-29.001894494682922,1,sbvi,0,64,1
5999,-29.125920393430338,1,sbvi,0,64,1
6999,-29.465600588166154,1,sbvi,0,64,1
7999,-29.33356220898941,1,sbvi,0,64,1
8999,-29.200318117570838,1,sbvi,0,64,1
9999,-28.50418747409984,1,sbvi,0,64,1
10999,-29.565584515746487,1,sbvi,0,64,1
11999,-28.70260333310286,1,sbvi,0,64,1
12999,-28.725203101870523,1,sbvi,0,64,1
13999,-28.944777398794447,1,sbvi,0,64,1
14999,-29.033107857920005,1,sbvi,0,64,1
15999,-27.40162633450113,1,sbvi,0,64,1
16999,-29.227387452149607,1,sbvi,0,64,1
17999,-29.855097330593978,1,sbvi,0,64,1
18999,-31.909574171844223,1,sbvi,0,64,1
19999,-32.34707281731526,1,sbvi,0,64,1
20999,-33.7736443296208,1,sbvi,0,64,1
21999,-33.14021703999205,1,sbvi,0,64,1
22999,-29.55200346207655,1,sbvi,0,64,1
23999,-29.10302269882907,1,sbvi,0,64,1
24999,-32.39490692425429,1,sbvi,0,64,1
25999,-30.3747236400451,1,sbvi,0,64,1
26999,-29.668571844588623,1,sbvi,0,64,1
27999,-29.707457594082975,1,sbvi,0,64,1
28999,-30.083178653609096,1,sbvi,0,64,1
29999,-29.451156199431377,1,sbvi,0,64,1
30999,-29.430128315861403,1,sbvi,0,64,1
31999,-29.951295925927298,1,sbvi,0,64,1
32999,-30.038160887286953,1,sbvi,0,64,1
33999,-30.556980077550136,1,sbvi,0,64,1
34999,-30.021696585793162,1,sbvi,0,64,1
35999,-29.215580561526032,1,sbvi,0,64,1
