ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
-4.061795654296875,-2.248147216796875,-7.6427822265625,-33762.096,-11409550.336,0.001,mfvi,0,1000,4
