epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-115749.584,-110563.28,-298783.264,-22291202.048,-2158110965.76,1,sbvi,0,1000,1.0
10000,-23.352880859375,-11.391166015625,-127.673671875,-67292.824,-13932177.408,1,sbvi,0,1000,1.0
20000,0.9026239013671875,-1.7840628662109375,-37.5182109375,-31669.684,-7508611.584,1,sbvi,0,1000,1.0
30000,0.7758231201171875,-1.6293902587890625,-6.65333935546875,-911373.248,-315925856.256,1,sbvi,0,1000,1.0
40000,-3.033015869140625,-0.6741593017578125,-7.8090703125,-78281965.568,-15715780263.936,1,sbvi,0,1000,1.0
50000,0.53278076171875,-0.25238531494140626,-37.7143984375,-360342945.792,-72363781652.48,1,sbvi,0,1000,1.0
60000,-1.7438994140625,-0.5067275085449219,-196.294203125,-1208091410.432,-226120112799.744,1,sbvi,0,1000,1.0
70000,0.7132208251953125,-0.038375160217285154,-780.2433125,-2260267696.128,-439551180931.072,1,sbvi,0,1000,1.0
80000,0.276036376953125,0.6107591552734375,-1470.692625,-3301482692.608,-703827766411.264,1,sbvi,0,1000,1.0
90000,0.448291015625,0.30426458740234374,-2364.16225,-7109175410.688,-1257915121926.144,1,sbvi,0,1000,1.0
100000,0.6318721313476563,0.015662824630737305,-5247.9015,-16001359937.536,-2575128709824.512,1,sbvi,0,1000,1.0
110000,0.07621900939941406,0.06463253784179687,-9605.506,-30558994300.928,-4754133659680.768,1,sbvi,0,1000,1.0
120000,0.649884521484375,0.3698231201171875,-41068.352,-49171163774.976,-7024745966993.408,1,sbvi,0,1000,1.0
