epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-9.56115271260893,-14.102098400955255,1,mfvi,0,64,1
19999,-0.6116550200745463,-6.1322150324337645,1,mfvi,0,64,1
29999,-6.5515813220021855,-7.198084634853687,1,mfvi,0,64,1
30000,-2.4909539041472493,-5.898877666585517,1,mfvi,0,64,1
