epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-217.95084726248024,1,sbvi,0,50,4
500,-24.037674598657155,1,sbvi,0,50,4
1000,-23.01466702143589,1,sbvi,0,50,4
1500,-22.35776506552702,1,sbvi,0,50,4
2000,-22.977039497068944,1,sbvi,0,50,4
2500,-21.622240206373537,1,sbvi,0,50,4
3000,-22.447355002939826,1,sbvi,0,50,4
3500,-21.29917813814245,1,sbvi,0,50,4
4000,-21.848561844365044,1,sbvi,0,50,4
4500,-22.28821506811118,1,sbvi,0,50,4
5000,-24.248719189034578,1,sbvi,0,50,4
5500,-22.072137762738574,1,sbvi,0,50,4
6000,-25.545210715097767,1,sbvi,0,50,4
6500,-29.47077150040924,1,sbvi,0,50,4
7000,-31.660396498404726,1,sbvi,0,50,4
7500,-32.44258049552924,1,sbvi,0,50,4
8000,-30.582956740015035,1,sbvi,0,50,4
8500,-44.80485257129494,1,sbvi,0,50,4
9000,-33.43285247306395,1,sbvi,0,50,4
9500,-44.08085752298625,1,sbvi,0,50,4
10000,-38.41072965604455,1,sbvi,0,50,4
10500,-37.53307240353075,1,sbvi,0,50,4
11000,-45.76445574789387,1,sbvi,0,50,4
11500,-49.23015617410631,1,sbvi,0,50,4
12000,-44.71418704538559,1,sbvi,0,50,4
12500,-49.884224153649164,1,sbvi,0,50,4
13000,-42.39925011464468,1,sbvi,0,50,4
