epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-72.42049868389411,1,sbvi,0,50,4
500,-24.913749921689814,1,sbvi,0,50,4
1000,-24.816743871619327,1,sbvi,0,50,4
1500,-24.284835374461043,1,sbvi,0,50,4
2000,-24.265561368122924,1,sbvi,0,50,4
2500,-23.029598914864366,1,sbvi,0,50,4
3000,-22.654638301352563,1,sbvi,0,50,4
3500,-23.32665145486647,1,sbvi,0,50,4
4000,-21.402505305902174,1,sbvi,0,50,4
4500,-21.15919225357315,1,sbvi,0,50,4
5000,-21.42549010142894,1,sbvi,0,50,4
5500,-22.518023921365554,1,sbvi,0,50,4
6000,-21.012282902579095,1,sbvi,0,50,4
6500,-21.59446481242033,1,sbvi,0,50,4
7000,-23.77824306846739,1,sbvi,0,50,4
7500,-23.43503374345691,1,sbvi,0,50,4
8000,-25.235770334643114,1,sbvi,0,50,4
8500,-27.640238676675015,1,sbvi,0,50,4
9000,-24.58705879152199,1,sbvi,0,50,4
9500,-27.158968598594665,1,sbvi,0,50,4
10000,-31.36830370876505,1,sbvi,0,50,4
10500,-39.67140235414619,1,sbvi,0,50,4
