val_ll,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type
0.8029778289794922,0.9022330322265625,0.8212312622070312,0.8155562133789063,-22961.61,-6247903.744,0.003,mfvi
