epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-212.49815625,0.001,mfvi,0,1000
10000,-60.39221875,0.001,mfvi,0,1000
20000,-2.0931396484375,0.001,mfvi,0,1000
30000,0.8899500732421874,0.001,mfvi,0,1000
40000,0.88995947265625,0.001,mfvi,0,1000
50000,0.8900239868164063,0.001,mfvi,0,1000
60000,0.8899771728515625,0.001,mfvi,0,1000
70000,0.8900140380859375,0.001,mfvi,0,1000
80000,0.8899671630859375,0.001,mfvi,0,1000
90000,0.8898965454101563,0.001,mfvi,0,1000
100000,0.89005029296875,0.001,mfvi,0,1000
110000,0.8900440063476562,0.001,mfvi,0,1000
120000,0.890052001953125,0.001,mfvi,0,1000
130000,0.8899439697265625,0.001,mfvi,0,1000
140000,0.8900205078125,0.001,mfvi,0,1000
