epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-534.5294306977245,0.01,sbvi,0,4,4
500,-123.9669292076322,0.01,sbvi,0,4,4
1000,-70.01315223249935,0.01,sbvi,0,4,4
1500,-66.44410579306046,0.01,sbvi,0,4,4
2000,-63.35813154331315,0.01,sbvi,0,4,4
2500,-69.77475794144469,0.01,sbvi,0,4,4
3000,-61.29267990416551,0.01,sbvi,0,4,4
3500,-55.79413900735638,0.01,sbvi,0,4,4
4000,-58.56941119265831,0.01,sbvi,0,4,4
4500,-57.18154376781877,0.01,sbvi,0,4,4
5000,-56.439881187958264,0.01,sbvi,0,4,4
5500,-62.302260731920164,0.01,sbvi,0,4,4
6000,-53.10439732036363,0.01,sbvi,0,4,4
6500,-46.95156027004528,0.01,sbvi,0,4,4
7000,-55.49058620673197,0.01,sbvi,0,4,4
7500,-56.82433178311297,0.01,sbvi,0,4,4
8000,-45.9739323265759,0.01,sbvi,0,4,4
8500,-52.23221268414664,0.01,sbvi,0,4,4
9000,-50.26259935903252,0.01,sbvi,0,4,4
9500,-54.33751899326026,0.01,sbvi,0,4,4
10000,-51.17922216060824,0.01,sbvi,0,4,4
10500,-51.63781695192332,0.01,sbvi,0,4,4
11000,-47.91437591674257,0.01,sbvi,0,4,4
11500,-49.368313960155476,0.01,sbvi,0,4,4
12000,-57.187125586213135,0.01,sbvi,0,4,4
12500,-50.003221372948175,0.01,sbvi,0,4,4
13000,-51.1224835179672,0.01,sbvi,0,4,4
13500,-51.46628890192151,0.01,sbvi,0,4,4
14000,-53.01387892465438,0.01,sbvi,0,4,4
14500,-48.63084191732011,0.01,sbvi,0,4,4
15000,-49.764249652847475,0.01,sbvi,0,4,4
15500,-52.79433985737431,0.01,sbvi,0,4,4
16000,-58.025826726986494,0.01,sbvi,0,4,4
16500,-52.11202601954626,0.01,sbvi,0,4,4
17000,-50.13398190056054,0.01,sbvi,0,4,4
17500,-47.196631103209015,0.01,sbvi,0,4,4
18000,-50.172256762964594,0.01,sbvi,0,4,4
18500,-47.352456225904106,0.01,sbvi,0,4,4
19000,-50.11801079170121,0.01,sbvi,0,4,4
19500,-49.34529680348915,0.01,sbvi,0,4,4
20000,-53.18905195460684,0.01,sbvi,0,4,4
20500,-50.53951823753545,0.01,sbvi,0,4,4
21000,-47.55843405572911,0.01,sbvi,0,4,4
21500,-52.46172810105749,0.01,sbvi,0,4,4
22000,-48.542040188340366,0.01,sbvi,0,4,4
22500,-43.44365620381415,0.01,sbvi,0,4,4
23000,-51.77318001203418,0.01,sbvi,0,4,4
23500,-48.74328988376829,0.01,sbvi,0,4,4
24000,-50.76985535657043,0.01,sbvi,0,4,4
24500,-48.061994106255874,0.01,sbvi,0,4,4
25000,-53.49008046013125,0.01,sbvi,0,4,4
25500,-49.498915735621594,0.01,sbvi,0,4,4
26000,-49.963967279803796,0.01,sbvi,0,4,4
