ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0.8978414306640625,0.8379102783203125,0.7651094360351562,-14329.072,-3082920.448,10.0,mfvi,0,1000,0.25
