epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train,frequency
0,-49620.236,1e-06,sbvi,0,64,2
10000,-21.732943359375,1e-06,sbvi,0,64,2
20000,-18.717158203125,1e-06,sbvi,0,64,2
30000,-16.981458984375,1e-06,sbvi,0,64,2
