epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-44885838392.68607,1.0,sbvi,0,50,4
500,-20867.388809388205,1.0,sbvi,0,50,4
1000,-4337.799805146224,1.0,sbvi,0,50,4
1500,-1707.671827034519,1.0,sbvi,0,50,4
2000,-1018.0334084593154,1.0,sbvi,0,50,4
2500,-253.14530950972724,1.0,sbvi,0,50,4
3000,-108.55525855255124,1.0,sbvi,0,50,4
3500,-99.44277335490298,1.0,sbvi,0,50,4
4000,-64.43171170014476,1.0,sbvi,0,50,4
4500,-32.25008821157259,1.0,sbvi,0,50,4
5000,-29.47213315228532,1.0,sbvi,0,50,4
5500,-27.264695491771388,1.0,sbvi,0,50,4
6000,-25.96375429077308,1.0,sbvi,0,50,4
6500,-25.73883491107772,1.0,sbvi,0,50,4
7000,-25.60703999446381,1.0,sbvi,0,50,4
7500,-25.70442355638389,1.0,sbvi,0,50,4
8000,-25.578660792819463,1.0,sbvi,0,50,4
8500,-25.59448681915016,1.0,sbvi,0,50,4
9000,-25.779686829806984,1.0,sbvi,0,50,4
9500,-25.581327025454996,1.0,sbvi,0,50,4
