epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-4491748.352,-4188848.128,-4605169.664,-8268648.96,-8978409.472,0.0001,mfvi,1,100,1
5000,-89.364609375,-1972.612875,-398046.016,-6013108.736,-7997268.992,0.0001,mfvi,1,100,1
10000,-59.07034765625,-1839.427125,-400460.416,-5926675.968,-8067281.408,0.0001,mfvi,1,100,1
15000,-52.420359375,-1742.04525,-401936.16,-5923361.792,-8407373.824,0.0001,mfvi,1,100,1
20000,-28.332697265625,-1783.993125,-403212.928,-5917346.816,-8377682.432,0.0001,mfvi,1,100,1
25000,-29.13309765625,-1769.583125,-406407.072,-5905093.12,-8382835.2,0.0001,mfvi,1,100,1
30000,-36.3895625,-1740.66975,-410979.328,-5899512.32,-8385668.608,0.0001,mfvi,1,100,1
35000,-42.2380703125,-1732.7595,-415036.064,-5912050.176,-8539635.2,0.0001,mfvi,1,100,1
40000,-27.53175,-1776.159375,-419642.528,-5931333.12,-8485957.12,0.0001,mfvi,1,100,1
45000,-31.732541015625,-1759.98725,-424350.688,-5959169.024,-8401346.048,0.0001,mfvi,1,100,1
50000,-31.782111328125,-1758.93125,-430332.672,-5974021.632,-8451153.92,0.0001,mfvi,1,100,1
55000,-29.2399609375,-1771.291875,-436856.672,-5987543.04,-8589630.976,0.0001,mfvi,1,100,1
60000,-43.7398828125,-1739.126625,-440649.888,-5993519.616,-8645773.312,0.0001,mfvi,1,100,1
65000,-33.1887109375,-1761.614375,-443803.04,-5995359.744,-8533812.224,0.0001,mfvi,1,100,1
70000,-29.7307578125,-1768.437625,-447822.784,-6000416.768,-8400781.824,0.0001,mfvi,1,100,1
75000,-42.952578125,-1736.1235,-451875.904,-6003455.488,-8243063.296,0.0001,mfvi,1,100,1
80000,-28.50959375,-1773.399375,-455621.056,-6003329.024,-8170536.448,0.0001,mfvi,1,100,1
85000,-43.2055390625,-1734.1135,-460681.984,-6013214.208,-8088162.304,0.0001,mfvi,1,100,1
90000,-26.574177734375,-1783.970375,-466688.512,-6027081.216,-8002961.408,0.0001,mfvi,1,100,1
95000,-24.3590078125,-1789.924875,-471372.256,-6037667.84,-7928569.856,0.0001,mfvi,1,100,1
100000,-21.0733671875,-1810.9765,-475875.392,-6049010.176,-7831082.496,0.0001,mfvi,1,100,1
