epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-21.25200229829053,1,sbvi,0,4
500,-36.76820393069201,1,sbvi,0,4
1000,-24.33353023910527,1,sbvi,0,4
1500,-5.052720894422676,1,sbvi,0,4
2000,-19.04779671474138,1,sbvi,0,4
2500,-31.801270657128608,1,sbvi,0,4
3000,-24.752989056224852,1,sbvi,0,4
3500,-48.72656598208151,1,sbvi,0,4
4000,-21.52668771390595,1,sbvi,0,4
4500,-29.233141556499067,1,sbvi,0,4
5000,-33.87454072361721,1,sbvi,0,4
5500,-23.103836788249588,1,sbvi,0,4
6000,-26.69340983333077,1,sbvi,0,4
6500,-11.158907832941411,1,sbvi,0,4
7000,-33.879817010819224,1,sbvi,0,4
7500,-37.636316946297924,1,sbvi,0,4
8000,-9.976721695387338,1,sbvi,0,4
8500,-13.340056731020908,1,sbvi,0,4
9000,-30.393018153432156,1,sbvi,0,4
9500,-23.430574881263873,1,sbvi,0,4
10000,-20.731355133386746,1,sbvi,0,4
10500,-38.83037559375277,1,sbvi,0,4
11000,-35.19918802131482,1,sbvi,0,4
11500,-27.602404517579277,1,sbvi,0,4
12000,-25.923030327019596,1,sbvi,0,4
12500,-18.21579509568333,1,sbvi,0,4
13000,-54.64765722780459,1,sbvi,0,4
13500,-38.38366790760851,1,sbvi,0,4
14000,-16.318755706819747,1,sbvi,0,4
