ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
-27.352279296875,-45.2166015625,-37.3288125,-32.826546875,-33.3528046875,1,mfvi,0,1000,1.0
