epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-15691.2529296875,1,mfvi,0,4
10000,-291.1497802734375,1,mfvi,0,4
20000,-128.35968017578125,1,mfvi,0,4
30000,-70.47357177734375,1,mfvi,0,4
