epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-1419845.248,-1509275.008,-1508210.048,-1993604.864,-1993395.968,0.001,mfvi,0,1000,8
5000,0.23103097534179687,-0.2773340759277344,-93.925296875,-55848.804,-56332.416,0.001,mfvi,0,1000,8
10000,0.6189365234375,0.5730350341796875,-7.82028515625,-5549.1125,-6450.39,0.001,mfvi,0,1000,8
15000,0.57686181640625,0.5719011840820313,-0.9098433227539062,-456.2013125,-752.505375,0.001,mfvi,0,1000,8
20000,-5.8381201171875,-0.8747811279296875,-10.5434521484375,-96.1580625,-86.1715625,0.001,mfvi,0,1000,8
25000,-15.2113037109375,-26.8261171875,-14.007439453125,-65.907578125,-91.8281796875,0.001,mfvi,0,1000,8
30000,0.7344544067382812,0.591602783203125,0.5676007690429687,-10.8303544921875,-40.1722890625,0.001,mfvi,0,1000,8
35000,0.835756591796875,0.7957158203125,0.7374365234375,-0.6000545654296875,-19.323330078125,0.001,mfvi,0,1000,8
40000,0.869227294921875,0.8199119873046875,0.7361173095703125,0.5234642944335938,-0.76892626953125,0.001,mfvi,0,1000,8
45000,0.7975067138671875,0.7652664794921875,0.5552899169921875,-0.27153195190429685,-11.88384765625,0.001,mfvi,0,1000,8
50000,0.6958416748046875,0.73618359375,0.62040966796875,0.258190673828125,0.35505545043945314,0.001,mfvi,0,1000,8
55000,0.6568781127929687,0.6749334716796875,0.49106243896484375,-0.12039479064941407,-11.05687890625,0.001,mfvi,0,1000,8
60000,0.6812120361328124,0.6487864379882813,0.5327620849609375,-0.30208966064453124,-7.73786572265625,0.001,mfvi,0,1000,8
65000,0.6914881591796875,0.64386669921875,0.5362513427734374,-1.2595167236328124,-51.29878515625,0.001,mfvi,0,1000,8
70000,0.6547894287109375,0.682242919921875,0.5272314453125,-0.6568304443359375,-29.85226953125,0.001,mfvi,0,1000,8
75000,0.67980078125,0.6924442138671875,0.5257953491210937,-1.3970450439453126,-51.97380859375,0.001,mfvi,0,1000,8
80000,0.6869271850585937,0.697615234375,0.5585762939453125,-0.2641482849121094,-14.1376142578125,0.001,mfvi,0,1000,8
