ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
-0.23846949768066406,-0.07010822296142578,-0.43319808959960937,-1586.689625,-273252.096,1.0,mfvi,0,200,1.0
