epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
999,-56.50667648626657,1,sbvi,0,64,1
1999,-30.13358561085493,1,sbvi,0,64,1
2999,-64.62162322964849,1,sbvi,0,64,1
3999,-36.8571252713123,1,sbvi,0,64,1
4999,-35.50272948990108,1,sbvi,0,64,1
5999,-31.448194036716593,1,sbvi,0,64,1
6999,-31.10720667986844,1,sbvi,0,64,1
7999,-28.77480451037205,1,sbvi,0,64,1
8999,-30.27062140466534,1,sbvi,0,64,1
9999,-29.56801040055751,1,sbvi,0,64,1
10999,-31.903909437052153,1,sbvi,0,64,1
11999,-28.87694954052889,1,sbvi,0,64,1
12999,-28.153256948367087,1,sbvi,0,64,1
13999,-30.27459286389361,1,sbvi,0,64,1
14999,-29.496960189371194,1,sbvi,0,64,1
15999,-29.956210617387125,1,sbvi,0,64,1
16999,-28.7857722031541,1,sbvi,0,64,1
17999,-29.90601221526322,1,sbvi,0,64,1
18999,-29.55035209070388,1,sbvi,0,64,1
19999,-28.87266235598503,1,sbvi,0,64,1
20999,-30.440386645621416,1,sbvi,0,64,1
21999,-29.507601757425576,1,sbvi,0,64,1
22999,-29.830435862182735,1,sbvi,0,64,1
23999,-27.91204094967009,1,sbvi,0,64,1
24999,-27.87061172460802,1,sbvi,0,64,1
25999,-28.735021801856906,1,sbvi,0,64,1
26999,-29.461597064624698,1,sbvi,0,64,1
27999,-30.978131307170944,1,sbvi,0,64,1
28999,-26.963709516612916,1,sbvi,0,64,1
29999,-26.493491567099547,1,sbvi,0,64,1
30999,-27.189914539133504,1,sbvi,0,64,1
