val_ll,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type
-58.78595703125,-176.14446875,-98.4222265625,-53.9935234375,-865908.544,-151536910.336,1,mfvi
