epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,0.5920660400390625,1,mfvi,0,100
10000,0.5975188446044922,1,mfvi,0,100
20000,0.6081373214721679,1,mfvi,0,100
30000,0.6238565444946289,1,mfvi,0,100
40000,0.6313154220581054,1,mfvi,0,100
50000,0.6353945159912109,1,mfvi,0,100
60000,0.6391208648681641,1,mfvi,0,100
70000,0.6422879028320313,1,mfvi,0,100
80000,0.6457987976074219,1,mfvi,0,100
90000,0.6468809509277343,1,mfvi,0,100
100000,0.6466989135742187,1,mfvi,0,100
110000,0.6485971069335937,1,mfvi,0,100
120000,0.6485910034179687,1,mfvi,0,100
130000,0.6509392547607422,1,mfvi,0,100
140000,0.650604248046875,1,mfvi,0,100
150000,0.6497554016113282,1,mfvi,0,100
160000,0.6525921630859375,1,mfvi,0,100
170000,0.6510505676269531,1,mfvi,0,100
