epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-114026.368,-8961424.384,-11893932.032,-9985317.888,-9247723.52,0.1,mfvi,0,10,0.5
5000,-203575.008,-5021220.864,-4692294.144,-7557862.912,-7533250.048,0.1,mfvi,0,10,0.5
10000,-64523.024,-4536837.632,-4613860.352,-7298969.6,-7593921.536,0.1,mfvi,0,10,0.5
15000,-53198.2,-4161899.264,-4474900.48,-6836651.008,-6889752.576,0.1,mfvi,0,10,0.5
20000,-72730.816,-3943254.016,-4257807.616,-6395585.536,-6582668.288,0.1,mfvi,0,10,0.5
25000,-149424.464,-3936409.088,-3983634.688,-5792543.744,-6476719.616,0.1,mfvi,0,10,0.5
30000,-177205.872,-3876664.832,-3762179.328,-5357304.832,-5920661.504,0.1,mfvi,0,10,0.5
35000,-196405.76,-3796278.272,-3608084.992,-5110481.92,-5817779.2,0.1,mfvi,0,10,0.5
40000,-191524.112,-3649884.16,-3433006.592,-5042618.88,-5928235.52,0.1,mfvi,0,10,0.5
45000,-195940.048,-3547952.896,-3303915.008,-4859612.16,-5565698.048,0.1,mfvi,0,10,0.5
50000,-229355.808,-3480497.664,-3177490.688,-4783281.152,-5214524.416,0.1,mfvi,0,10,0.5
55000,-277686.336,-3455714.56,-3041201.92,-4737327.104,-4887712.768,0.1,mfvi,0,10,0.5
60000,-328814.72,-3420911.616,-2903495.68,-4610116.608,-4879975.424,0.1,mfvi,0,10,0.5
65000,-346340.768,-3336583.68,-2777221.376,-4465460.736,-4394525.696,0.1,mfvi,0,10,0.5
70000,-379365.312,-3334576.64,-2699992.576,-4277433.088,-4094179.84,0.1,mfvi,0,10,0.5
75000,-431392.256,-3346284.544,-2644356.608,-4099338.752,-3925206.272,0.1,mfvi,0,10,0.5
80000,-484449.344,-3341310.976,-2589574.4,-4092463.616,-3872853.504,0.1,mfvi,0,10,0.5
85000,-542092.352,-3356822.272,-2536790.528,-4024767.744,-3964132.608,0.1,mfvi,0,10,0.5
90000,-566289.536,-3305404.928,-2454516.736,-3909847.04,-3655302.912,0.1,mfvi,0,10,0.5
95000,-619443.264,-3289597.44,-2389369.6,-3887564.032,-3744165.376,0.1,mfvi,0,10,0.5
100000,-662604.736,-3280767.232,-2323085.056,-3852346.88,-3762529.024,0.1,mfvi,0,10,0.5
105000,-704498.816,-3279414.272,-2273113.088,-3822102.016,-3523158.528,0.1,mfvi,0,10,0.5
110000,-720211.2,-3224607.488,-2208222.976,-3773948.928,-3403465.728,0.1,mfvi,0,10,0.5
115000,-761452.544,-3195135.488,-2143152.512,-3604799.488,-3482351.104,0.1,mfvi,0,10,0.5
120000,-793632.128,-3133525.248,-2068924.16,-3532961.792,-3517819.904,0.1,mfvi,0,10,0.5
125000,-816401.92,-3094132.992,-1999722.752,-3381387.264,-3245251.584,0.1,mfvi,0,10,0.5
130000,-867595.904,-3106241.536,-1934314.752,-3250987.264,-3097917.952,0.1,mfvi,0,10,0.5
135000,-911125.888,-3081885.952,-1857849.088,-3116625.408,-3028796.928,0.1,mfvi,0,10,0.5
140000,-967473.216,-3063036.928,-1791912.448,-2924451.328,-2868118.528,0.1,mfvi,0,10,0.5
145000,-1045250.688,-3068496.384,-1733630.72,-2779681.024,-2880406.272,0.1,mfvi,0,10,0.5
150000,-1088251.392,-3028284.416,-1673652.224,-2668659.712,-2752857.344,0.1,mfvi,0,10,0.5
155000,-1054337.6,-2940721.664,-1614950.912,-2603204.096,-2530783.488,0.1,mfvi,0,10,0.5
160000,-1045960.832,-2868659.968,-1558594.432,-2547361.536,-2512429.568,0.1,mfvi,0,10,0.5
165000,-1082170.112,-2856194.048,-1505888.768,-2497827.84,-2430211.072,0.1,mfvi,0,10,0.5
170000,-1092678.528,-2821197.824,-1457190.144,-2437180.928,-2446782.464,0.1,mfvi,0,10,0.5
175000,-1140616.704,-2771568.128,-1410596.608,-2295879.424,-2342308.864,0.1,mfvi,0,10,0.5
180000,-1190786.688,-2727632.896,-1361893.632,-2177689.088,-2075292.544,0.1,mfvi,0,10,0.5
185000,-1199249.92,-2668501.76,-1312545.536,-2096304.64,-1855853.312,0.1,mfvi,0,10,0.5
190000,-1187522.688,-2592712.192,-1253174.656,-2046421.76,-1963495.808,0.1,mfvi,0,10,0.5
195000,-1167547.392,-2512637.952,-1200285.44,-2025976.832,-1949968.896,0.1,mfvi,0,10,0.5
200000,-1161145.6,-2455546.88,-1147544.064,-1975957.888,-1995603.072,0.1,mfvi,0,10,0.5
