ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0.8461347045898437,0.7812125854492188,0.568930908203125,-307448.384,-64277626.88,1e-05,mfvi,0,1000,1.5
