epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-48374.05426205062,-260614.2960307825,1,mfvi,0,64,1
19999,-24139.094358424554,-102543.59010700592,1,mfvi,0,64,1
29999,-10098.004445871658,-38250.071802038634,1,mfvi,0,64,1
39999,-3139.8590197023536,-11099.738429027491,1,mfvi,0,64,1
49999,-521.1224356893965,-1712.6741420156136,1,mfvi,0,64,1
59999,-295.2500542566677,-221.92295274146815,1,mfvi,0,64,1
