val_ll,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type
-89.94171875,-329.62578125,-112.99596875,-83.3830234375,-906462.976,-158833950.72,1,mfvi
