epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-12.850431442260742,1,sbvi,0,4
500,0.7944901585578918,1,sbvi,0,4
1000,0.8777226209640503,1,sbvi,0,4
1500,0.6716258525848389,1,sbvi,0,4
2000,0.5400152206420898,1,sbvi,0,4
2500,0.7971349954605103,1,sbvi,0,4
3000,0.8209224343299866,1,sbvi,0,4
3500,0.7797558903694153,1,sbvi,0,4
4000,0.7057679891586304,1,sbvi,0,4
4500,0.8079605102539062,1,sbvi,0,4
5000,0.5212056636810303,1,sbvi,0,4
5500,0.7451430559158325,1,sbvi,0,4
6000,0.7483905553817749,1,sbvi,0,4
6500,0.6846025586128235,1,sbvi,0,4
7000,0.6467684507369995,1,sbvi,0,4
7500,0.7701133489608765,1,sbvi,0,4
8000,0.6565171480178833,1,sbvi,0,4
8500,0.6748683452606201,1,sbvi,0,4
9000,0.799670934677124,1,sbvi,0,4
9500,0.5297331213951111,1,sbvi,0,4
10000,0.6663499474525452,1,sbvi,0,4
10500,0.7850120663642883,1,sbvi,0,4
11000,0.7574200630187988,1,sbvi,0,4
11500,0.672490656375885,1,sbvi,0,4
12000,0.696169376373291,1,sbvi,0,4
12500,0.5776910781860352,1,sbvi,0,4
13000,0.6484725475311279,1,sbvi,0,4
13500,0.8149353265762329,1,sbvi,0,4
14000,0.7450278997421265,1,sbvi,0,4
14500,0.7593631148338318,1,sbvi,0,4
15000,0.6417422294616699,1,sbvi,0,4
15500,0.6409713625907898,1,sbvi,0,4
16000,0.7578715085983276,1,sbvi,0,4
16500,0.5225590467453003,1,sbvi,0,4
17000,0.7198221683502197,1,sbvi,0,4
17500,0.68316251039505,1,sbvi,0,4
18000,0.7243571281433105,1,sbvi,0,4
18500,0.6382936239242554,1,sbvi,0,4
19000,0.8665275573730469,1,sbvi,0,4
19500,0.6829760074615479,1,sbvi,0,4
20000,0.6913846731185913,1,sbvi,0,4
20500,0.7610721588134766,1,sbvi,0,4
21000,0.714311420917511,1,sbvi,0,4
21500,0.7031046748161316,1,sbvi,0,4
22000,0.7515451908111572,1,sbvi,0,4
