ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
-274.7823125,-153.69371875,-91.0461875,-953355.712,-165093605.376,1,mfvi,0,1000,1.0
