epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-115740.072,-110554.328,-298773.984,-22291337.216,-2158139146.24,1,sbvi,0,1000,1.0
10000,-23.375423828125,-11.26754296875,-127.3444453125,-63319.152,-13261451.264,1,sbvi,0,1000,1.0
20000,0.7809888305664062,-1.9961739501953124,-36.62803125,-19679.52,-4510557.184,1,sbvi,0,1000,1.0
30000,0.7601680908203124,-0.68456298828125,-6.88032763671875,-1980.3195,-862852.352,1,sbvi,0,1000,1.0
40000,-0.028890188217163087,0.1067772216796875,-2.88777001953125,-5679.2405,-979506.816,1,sbvi,0,1000,1.0
50000,0.3303655090332031,0.6710379638671875,-1.584557373046875,-2340.8175,-421326.976,1,sbvi,0,1000,1.0
60000,0.6747376708984375,0.5907108154296875,-3.2523447265625,-654.673,-111745.808,1,sbvi,0,1000,1.0
70000,-2.857962890625,-1.95015087890625,-7.2406767578125,-62.38246875,-6646.266,1,sbvi,0,1000,1.0
80000,-20.052896484375,-14.970837890625,-16.610533203125,-30.41358984375,-3197.669,1,sbvi,0,1000,1.0
90000,-45.46503125,-31.40544921875,-24.02208203125,-41.74251171875,-1450.7275,1,sbvi,0,1000,1.0
100000,-44.25508203125,-34.6953125,-24.499357421875,-26.83340625,-770.695,1,sbvi,0,1000,1.0
