epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-114026.272,-8961423.36,-11893932.032,-9985317.888,-9247723.52,1e-05,mfvi,0,10,0.5
5000,-218176.464,-5184924.672,-4741563.392,-7626362.88,-7534800.384,1e-05,mfvi,0,10,0.5
10000,-58551.38,-4691111.936,-4669638.656,-7734670.336,-7702000.128,1e-05,mfvi,0,10,0.5
15000,-34452.984,-4214985.984,-4581810.176,-7788318.72,-7789551.616,1e-05,mfvi,0,10,0.5
20000,-76596.736,-3833367.552,-4483668.992,-7811940.352,-7841972.736,1e-05,mfvi,0,10,0.5
25000,-104554.864,-3666279.936,-4417058.304,-7847333.376,-7863141.376,1e-05,mfvi,0,10,0.5
30000,-106452.288,-3589442.816,-4370269.696,-7894194.176,-7854585.856,1e-05,mfvi,0,10,0.5
35000,-104633.152,-3510897.408,-4300542.464,-7984245.76,-7946017.28,1e-05,mfvi,0,10,0.5
40000,-85558.464,-3504457.984,-4260347.904,-8057029.632,-8037765.12,1e-05,mfvi,0,10,0.5
45000,-79698.464,-3523133.952,-4235905.024,-8062728.192,-8063788.032,1e-05,mfvi,0,10,0.5
50000,-80813.12,-3560768.0,-4234377.472,-8059901.952,-8103603.2,1e-05,mfvi,0,10,0.5
55000,-61644.936,-3639414.784,-4274568.448,-8037396.48,-8105068.544,1e-05,mfvi,0,10,0.5
60000,-58981.392,-3681232.896,-4277989.376,-8027466.24,-8108286.464,1e-05,mfvi,0,10,0.5
65000,-60264.7,-3672438.784,-4249362.944,-8022780.416,-8094565.888,1e-05,mfvi,0,10,0.5
70000,-59233.632,-3671193.088,-4238789.12,-8012293.12,-8074337.28,1e-05,mfvi,0,10,0.5
75000,-60032.36,-3658488.32,-4227013.12,-8003970.048,-8065276.928,1e-05,mfvi,0,10,0.5
80000,-62152.56,-3647518.208,-4215569.408,-8000149.504,-8053451.776,1e-05,mfvi,0,10,0.5
85000,-61643.184,-3650072.576,-4208288.512,-7982752.256,-8034598.4,1e-05,mfvi,0,10,0.5
90000,-61266.104,-3647764.48,-4201869.568,-7974102.528,-8035404.8,1e-05,mfvi,0,10,0.5
95000,-60580.088,-3642285.568,-4192755.2,-7968770.048,-8027966.464,1e-05,mfvi,0,10,0.5
100000,-58151.94,-3648084.224,-4182411.776,-7970657.28,-8000347.136,1e-05,mfvi,0,10,0.5
105000,-55080.856,-3645073.152,-4171724.288,-7952378.368,-8013863.424,1e-05,mfvi,0,10,0.5
110000,-51056.608,-3654398.208,-4167521.792,-7942045.696,-8007084.032,1e-05,mfvi,0,10,0.5
115000,-50598.512,-3656095.232,-4161733.632,-7931959.296,-7987908.608,1e-05,mfvi,0,10,0.5
120000,-50678.72,-3645530.624,-4152261.632,-7932951.552,-7985968.128,1e-05,mfvi,0,10,0.5
125000,-47752.84,-3648900.096,-4147997.184,-7933043.712,-7983358.976,1e-05,mfvi,0,10,0.5
130000,-48047.232,-3647498.496,-4142844.16,-7916433.408,-7990583.296,1e-05,mfvi,0,10,0.5
135000,-47527.8,-3639529.728,-4136964.352,-7910395.904,-7982453.248,1e-05,mfvi,0,10,0.5
140000,-47750.8,-3644966.4,-4131187.2,-7899075.072,-7975259.648,1e-05,mfvi,0,10,0.5
145000,-50460.616,-3632104.448,-4123325.44,-7896452.096,-7971939.328,1e-05,mfvi,0,10,0.5
150000,-48438.536,-3638402.56,-4117067.776,-7888152.576,-7966327.808,1e-05,mfvi,0,10,0.5
155000,-50844.24,-3634764.288,-4110024.192,-7876797.44,-7969833.472,1e-05,mfvi,0,10,0.5
160000,-52022.224,-3622827.52,-4104420.096,-7870119.936,-7962469.888,1e-05,mfvi,0,10,0.5
165000,-57089.2,-3600631.296,-4093616.64,-7870193.664,-7974382.08,1e-05,mfvi,0,10,0.5
170000,-59767.168,-3593521.664,-4085447.168,-7851227.136,-7965561.344,1e-05,mfvi,0,10,0.5
175000,-58274.416,-3596026.368,-4079753.216,-7845169.664,-7967703.04,1e-05,mfvi,0,10,0.5
180000,-60008.216,-3590478.848,-4074559.488,-7839248.384,-7965900.8,1e-05,mfvi,0,10,0.5
185000,-59601.248,-3591528.96,-4069990.144,-7830456.32,-7966272.0,1e-05,mfvi,0,10,0.5
190000,-59679.44,-3586307.584,-4067510.272,-7824101.376,-7968335.36,1e-05,mfvi,0,10,0.5
195000,-59726.188,-3584546.816,-4063660.8,-7816928.256,-7961791.488,1e-05,mfvi,0,10,0.5
200000,-60389.6,-3583812.864,-4061831.424,-7814030.336,-7963815.936,1e-05,mfvi,0,10,0.5
