epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-1670.7246041555964,0.01,sbvi,0,50,4
500,-29.014128606549786,0.01,sbvi,0,50,4
1000,-26.200281219761326,0.01,sbvi,0,50,4
1500,-25.72419027284338,0.01,sbvi,0,50,4
2000,-25.01357092194238,0.01,sbvi,0,50,4
2500,-23.18785919167406,0.01,sbvi,0,50,4
3000,-21.794059970400173,0.01,sbvi,0,50,4
3500,-18.63379265845536,0.01,sbvi,0,50,4
4000,-14.646218548288685,0.01,sbvi,0,50,4
4500,-11.159805565261838,0.01,sbvi,0,50,4
5000,-9.453919428708462,0.01,sbvi,0,50,4
5500,-7.376958183234327,0.01,sbvi,0,50,4
6000,-6.497770400922907,0.01,sbvi,0,50,4
6500,-5.6787551009359305,0.01,sbvi,0,50,4
7000,-5.526049284253795,0.01,sbvi,0,50,4
7500,-5.194908301794312,0.01,sbvi,0,50,4
8000,-5.239153106712905,0.01,sbvi,0,50,4
8500,-4.691047252599921,0.01,sbvi,0,50,4
9000,-4.896461233960928,0.01,sbvi,0,50,4
9500,-4.4381324227824495,0.01,sbvi,0,50,4
10000,-5.029211516724191,0.01,sbvi,0,50,4
10500,-4.885720701218388,0.01,sbvi,0,50,4
11000,-5.145028657244787,0.01,sbvi,0,50,4
11500,-4.477047478299448,0.01,sbvi,0,50,4
12000,-4.640351377431681,0.01,sbvi,0,50,4
12500,-4.4481975893517935,0.01,sbvi,0,50,4
13000,-4.406000295576423,0.01,sbvi,0,50,4
13500,-4.334650394958417,0.01,sbvi,0,50,4
14000,-4.351514923364724,0.01,sbvi,0,50,4
14500,-4.455126928923273,0.01,sbvi,0,50,4
15000,-4.5010360265372364,0.01,sbvi,0,50,4
15500,-4.008359591287297,0.01,sbvi,0,50,4
16000,-4.113296578860553,0.01,sbvi,0,50,4
16500,-4.230155272774844,0.01,sbvi,0,50,4
17000,-4.677367785004615,0.01,sbvi,0,50,4
17500,-4.089199806312418,0.01,sbvi,0,50,4
18000,-4.331512964693822,0.01,sbvi,0,50,4
18500,-4.1649829637181845,0.01,sbvi,0,50,4
19000,-4.281212835462105,0.01,sbvi,0,50,4
19500,-4.436733068406629,0.01,sbvi,0,50,4
