epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-800.4361881666327,-38725.531854862296,1,mfvi,0,400,1
19999,-441.847520712864,-13152.209064075952,1,mfvi,0,400,1
29999,-373.3438075134663,-4491.670516495397,1,mfvi,0,400,1
30000,-383.22573135262115,-4775.145259323971,1,mfvi,0,400,1
