epoch,ood_ll_var_1,temperature,posterior_type,seed,n_train,frequency
999,-212.78221321170824,0.0001,sbvi,0,4,0.25
1999,-208.25836514901874,0.0001,sbvi,0,4,0.25
2999,-206.90241624485213,0.0001,sbvi,0,4,0.25
3999,-205.2282051015534,0.0001,sbvi,0,4,0.25
4999,-206.31468145753644,0.0001,sbvi,0,4,0.25
5999,-206.4167099001438,0.0001,sbvi,0,4,0.25
