epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-257.10697550042653,-6141.160643541975,1,mfvi,0,64,1
19999,-581.6463761940566,-2886.1387718920914,1,mfvi,0,64,1
29999,-304.2347860397349,-3214.1864841752545,1,mfvi,0,64,1
30000,-384.8398886359454,-3028.723862005134,1,mfvi,0,64,1
