epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-21456425.04103482,0.1,sbvi,0,50,4
500,-37.498026220328036,0.1,sbvi,0,50,4
1000,-27.64313053364867,0.1,sbvi,0,50,4
1500,-28.378795371149085,0.1,sbvi,0,50,4
2000,-28.54633335572838,0.1,sbvi,0,50,4
2500,-27.280816045333545,0.1,sbvi,0,50,4
3000,-26.820724120680193,0.1,sbvi,0,50,4
3500,-28.90881869226877,0.1,sbvi,0,50,4
4000,-28.69170151815145,0.1,sbvi,0,50,4
4500,-28.705765807776938,0.1,sbvi,0,50,4
5000,-28.90786996872802,0.1,sbvi,0,50,4
5500,-27.259069052825755,0.1,sbvi,0,50,4
6000,-28.006450411525897,0.1,sbvi,0,50,4
6500,-30.106931986144453,0.1,sbvi,0,50,4
7000,-27.91105282005078,0.1,sbvi,0,50,4
7500,-27.365556029507584,0.1,sbvi,0,50,4
8000,-26.944385059328816,0.1,sbvi,0,50,4
8500,-22.657089008762263,0.1,sbvi,0,50,4
9000,-21.45088306671654,0.1,sbvi,0,50,4
9500,-18.49543132909455,0.1,sbvi,0,50,4
10000,-17.32276100615236,0.1,sbvi,0,50,4
10500,-14.665821212369314,0.1,sbvi,0,50,4
11000,-11.461504715063606,0.1,sbvi,0,50,4
11500,-9.52405193069148,0.1,sbvi,0,50,4
12000,-5.20033651894911,0.1,sbvi,0,50,4
12500,-4.581341978971083,0.1,sbvi,0,50,4
13000,-4.531504693274514,0.1,sbvi,0,50,4
13500,-4.1340168215965996,0.1,sbvi,0,50,4
14000,-4.72961473626813,0.1,sbvi,0,50,4
14500,-4.204122313632,0.1,sbvi,0,50,4
15000,-4.000542675365279,0.1,sbvi,0,50,4
15500,-4.043829189992992,0.1,sbvi,0,50,4
16000,-3.7320461104116975,0.1,sbvi,0,50,4
16500,-3.977065096052432,0.1,sbvi,0,50,4
17000,-4.155683554483379,0.1,sbvi,0,50,4
17500,-4.39927604178219,0.1,sbvi,0,50,4
18000,-4.252687992607752,0.1,sbvi,0,50,4
18500,-4.0165443608235005,0.1,sbvi,0,50,4
19000,-4.932072141291288,0.1,sbvi,0,50,4
19500,-4.167778141551169,0.1,sbvi,0,50,4
20000,-5.084485703115068,0.1,sbvi,0,50,4
20500,-12.294832617711647,0.1,sbvi,0,50,4
21000,-11.404992059123503,0.1,sbvi,0,50,4
21500,-11.11267566650696,0.1,sbvi,0,50,4
22000,-27.65965281148661,0.1,sbvi,0,50,4
22500,-28.11760555772554,0.1,sbvi,0,50,4
23000,-28.071624832154228,0.1,sbvi,0,50,4
