epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-27215.33518582995,-160699.81199463096,1,mfvi,0,64,1
19999,-8280.534543482274,-35321.70303871929,1,mfvi,0,64,1
29999,-539.3817708101287,-1519.2036348343497,1,mfvi,0,64,1
39999,-294.1162509140541,-287.76481512952745,1,mfvi,0,64,1
49999,-284.68097870988817,-301.41082618849634,1,mfvi,0,64,1
