epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-5.876868444184792e+17,1,sbvi,0,64,1
1,-606835813.3129408,1,sbvi,0,64,1
2,-52816608790.5062,1,sbvi,0,64,1
3,-4.3969407707129683e+17,1,sbvi,0,64,1
4,-250985106273007.12,1,sbvi,0,64,1
5,-589050714.3030449,1,sbvi,0,64,1
6,-9844251287.902464,1,sbvi,0,64,1
7,-5640104078725.189,1,sbvi,0,64,1
8,-4123956082405736.5,1,sbvi,0,64,1
9,-8891824668311943.0,1,sbvi,0,64,1
10,-2.26932898493325e+16,1,sbvi,0,64,1
11,-2728813321740428.5,1,sbvi,0,64,1
12,-15595750908954.562,1,sbvi,0,64,1
13,-42287634694.249535,1,sbvi,0,64,1
14,-1553622270.6631913,1,sbvi,0,64,1
15,-26638499.3711459,1,sbvi,0,64,1
16,-20058637.22934655,1,sbvi,0,64,1
17,-516756139.0808955,1,sbvi,0,64,1
18,-16934241986.627747,1,sbvi,0,64,1
19,-137835514984.37454,1,sbvi,0,64,1
20,-617054985203.4259,1,sbvi,0,64,1
21,-218384698095.70233,1,sbvi,0,64,1
22,-14265476585484.283,1,sbvi,0,64,1
23,-442419988455529.5,1,sbvi,0,64,1
24,-4419916262147111.0,1,sbvi,0,64,1
25,-117339363.88312535,1,sbvi,0,64,1
26,-102913412338.68982,1,sbvi,0,64,1
