ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
-0.05907746124267578,-0.21262835693359375,-0.17513172912597658,-9740.442,-1608246.528,0.1,mfvi,0,100,0.25
