epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-1030.6011429190162,1,sbvi,0,4
500,-566.2286910287297,1,sbvi,0,4
1000,-228.7154174448496,1,sbvi,0,4
1500,-41.92335581032735,1,sbvi,0,4
2000,-105.84745862925999,1,sbvi,0,4
2500,-147.52445626801625,1,sbvi,0,4
3000,-101.91145148642934,1,sbvi,0,4
3500,-171.9556997045493,1,sbvi,0,4
4000,-69.86488323016926,1,sbvi,0,4
4500,-87.85324327780373,1,sbvi,0,4
5000,-91.6977760603728,1,sbvi,0,4
5500,-60.10827506362544,1,sbvi,0,4
6000,-66.0450278668963,1,sbvi,0,4
6500,-27.05774400340693,1,sbvi,0,4
7000,-75.78724111275909,1,sbvi,0,4
7500,-79.74106366661978,1,sbvi,0,4
8000,-20.51197771938257,1,sbvi,0,4
8500,-26.806306578450215,1,sbvi,0,4
9000,-57.40897586405644,1,sbvi,0,4
9500,-44.01762111634687,1,sbvi,0,4
10000,-37.32916500261808,1,sbvi,0,4
10500,-67.7700448537108,1,sbvi,0,4
11000,-60.243475760292554,1,sbvi,0,4
